Pl0,Pl1,Winner,Pl0 %,Pl1 %,Pl0 Avg odds,Pl1 Avg odds,Pl0 Max odds,Pl1 Max odds,Fair odds for Pl0,Fair odds for Pl1,Bet on Pl0 Value,Bet on Pl1 Value
Lorenzi P.,Malisse X.,1.0,0.12,0.88,4.84,1.17,5.98,1.2,8.33,1.14,-0.2821128451380552,0.050000000000000044
Ferrer D.,Mayer L.,0.0,0.87,0.13,1.11,6.42,1.13,8.6,1.15,7.69,-0.017391304347826105,0.10581395348837201
Falla A.,Muller G.,1.0,0.33,0.67,2.38,1.55,2.57,1.62,3.03,1.49,-0.15181518151815182,0.08024691358024698
Paire B.,Ito T.,0.0,0.54,0.46,1.72,2.07,1.83,2.43,1.85,2.17,-0.01081081081081082,0.10699588477366263
Roger-Vasselin E.,Petzschner P.,1.0,0.46,0.54,1.96,1.79,2.1,1.9,2.17,1.85,-0.03225806451612896,0.02631578947368412
Malisse X.,Muller G.,0.0,0.65,0.35,1.62,2.23,1.66,2.45,1.54,2.86,0.07228915662650595,-0.14335664335664325
Sijsling I.,Ferrer D.,1.0,0.11,0.89,6.86,1.09,8.6,1.13,9.09,1.12,-0.05390539053905393,0.008849557522123706
Petzschner P.,Malisse X.,0.0,0.39,0.61,2.41,1.55,2.74,1.65,2.56,1.64,0.06569343065693437,0.006060606060606067
Paire B.,Ferrer D.,1.0,0.15,0.85,9.14,1.06,13.0,1.07,6.67,1.18,0.4869230769230769,-0.09322033898305075
Ferrer D.,Petzschner P.,0.0,0.78,0.22,1.18,4.69,1.22,5.4,1.28,4.55,-0.04687500000000004,0.1574074074074075
Muller G.,Benneteau J.,1.0,0.46,0.54,2.0,1.77,2.1,1.86,2.17,1.85,-0.03225806451612896,0.00537634408602151
Sweeting R.,Starace P.,0.0,0.63,0.37,1.2,4.44,1.25,5.26,1.59,2.7,-0.21383647798742142,0.4866920152091254
Young D.,Youzhny M.,1.0,0.2,0.8,11.3,1.04,17.5,1.06,5.0,1.25,0.7142857142857143,-0.15199999999999997
Bemelmans R.,Berlocq C.,0.0,0.41,0.59,1.59,2.32,1.67,2.5,2.44,1.69,-0.3155737704918033,0.324
Kamke T.,Gasquet R.,1.0,0.08,0.92,10.6,1.05,16.0,1.08,12.5,1.09,0.21875,-0.009174311926605512
Russell M.,Menendez-Maceiras A.,0.0,0.83,0.17,1.4,2.88,1.45,3.2,1.2,5.88,0.1724137931034483,-0.45578231292517
Wang J.,Verdasco F.,1.0,0.14,0.86,6.47,1.11,7.5,1.13,7.14,1.16,0.04800000000000004,-0.025862068965517265
Zemlja G.,Goodall J.,0.0,0.94,0.06,1.29,3.48,1.33,3.8,1.06,16.67,0.20300751879699247,-0.7720455908818236
Chela J.I.,Klizan M.,1.0,0.47,0.53,2.82,1.41,3.1,1.48,2.13,1.89,0.3129032258064517,-0.2169312169312169
Becker B.,Blake J.,0.0,0.4,0.6,1.24,3.93,1.29,4.53,2.5,1.67,-0.484,0.6313465783664459
Cipolla F.,Cervantes I.,1.0,0.38,0.62,1.63,2.22,1.73,2.45,2.63,1.61,-0.34220532319391633,0.34285714285714286
Djokovic N.,Ferrero J.C.,0.0,0.81,0.19,1.01,19.94,1.02,36.87,1.23,5.26,-0.17073170731707316,0.8573365880119339
Nalbandian D.,Tipsarevic J.,1.0,0.62,0.38,2.25,1.62,2.53,1.7,1.61,2.63,0.36363636363636354,-0.3536121673003802
Fognini F.,Llodra M.,0.0,0.45,0.55,2.63,1.47,2.91,1.53,2.22,1.82,0.23711340206185563,-0.15934065934065936
Granollers M.,Troicki V.,1.0,0.3,0.7,2.13,1.7,2.25,2.1,3.33,1.43,-0.32432432432432434,0.3190476190476191
Simon G.,Mathieu P.H.,0.0,0.72,0.28,1.44,2.73,1.52,2.96,1.39,3.57,0.08552631578947376,-0.17086834733893555
Kavcic B.,Petzschner P.,1.0,0.21,0.79,5.22,1.15,6.0,1.18,4.76,1.27,0.2066666666666667,-0.07086614173228353
Stepanek R.,Stakhovsky S.,0.0,0.68,0.32,1.34,3.23,1.4,4.2,1.47,3.12,-0.047619047619047665,0.2571428571428572
Mayer L.,Monaco J.,1.0,0.35,0.65,2.77,1.43,3.05,1.5,2.86,1.54,0.0622950819672131,-0.025974025974025997
Falla A.,Isner J.,0.0,0.15,0.85,5.87,1.13,7.31,1.15,6.67,1.18,0.08755129958960324,-0.025423728813559344
Volandri F.,Chardy J.,1.0,0.25,0.75,9.57,1.06,15.0,1.08,4.0,1.33,0.7333333333333333,-0.18796992481203006
Mayer F.,Tursunov D.,0.0,0.69,0.31,1.42,2.78,1.45,3.1,1.45,3.23,0.0,-0.040247678018575817
Ramos A.,Federer R.,1.0,0.02,0.98,25.27,1.01,59.87,1.01,50.0,1.02,0.16485719057958909,-0.00980392156862746
Harrison R.,Lu Y.H.,0.0,0.63,0.37,1.58,2.33,1.67,2.6,1.59,2.7,0.04790419161676638,-0.03703703703703707
Golding O.,Andreev I.,1.0,0.09,0.91,3.14,1.35,3.53,1.41,11.11,1.1,-0.6822682268226823,0.2198581560283687
Gulbis E.,Berdych T.,0.0,0.13,0.87,11.42,1.04,21.0,1.05,7.69,1.15,0.6338095238095237,-0.08695652173913032
Matosevic M.,Malisse X.,1.0,0.22,0.78,3.26,1.33,3.85,1.36,4.55,1.28,-0.1538461538461538,0.058823529411764754
Istomin D.,Seppi A.,0.0,0.53,0.47,2.43,1.54,2.6,1.62,1.89,2.13,0.27307692307692316,-0.23943661971830976
Darcis S.,Rufin G.,1.0,0.6,0.4,1.5,2.52,1.57,2.65,1.67,2.5,-0.05988023952095801,0.05660377358490563
Janowicz J.,Bolelli S.,0.0,0.58,0.42,1.97,1.8,2.05,1.94,1.72,2.38,0.1609756097560975,-0.18487394957983191
Machado R.,Baker B.,1.0,0.12,0.88,7.86,1.08,10.23,1.1,8.33,1.14,0.1857282502443793,-0.03508771929824545
Dolgopolov O.,Bogomolov A.,0.0,0.66,0.34,1.24,3.96,1.3,4.33,1.52,2.94,-0.14473684210526314,0.3210161662817552
Ebden M.,Paire B.,1.0,0.39,0.61,2.56,1.49,2.95,1.57,2.56,1.64,0.1322033898305085,-0.0426829268292682
Levine J.,Beck K.,0.0,0.44,0.56,1.64,2.22,1.7,2.38,2.27,1.79,-0.2511013215859031,0.2478991596638655
Kukushkin M.,Nishikori K.,1.0,0.15,0.85,3.3,1.32,3.66,1.4,6.67,1.18,-0.4512743628185907,0.15714285714285714
Fish M.,Ramirez-Hidalgo R.,0.0,0.96,0.04,1.14,5.4,1.18,7.0,1.04,25.0,0.11864406779661009,-0.72
Zopp J.,Jaziri M.,1.0,0.19,0.81,1.22,4.14,1.25,4.77,5.26,1.23,-0.7623574144486692,0.7421383647798742
Nieminen J.,Lopez F.,0.0,0.28,0.72,3.88,1.25,4.45,1.29,3.57,1.39,0.1977528089887641,-0.07194244604316538
Roger-Vasselin E.,Garcia-Lopez G.,1.0,0.45,0.55,1.4,2.88,1.45,3.01,2.22,1.82,-0.3468468468468469,0.39534883720930225
Goffin D.,Tomic B.,0.0,0.52,0.48,3.94,1.24,4.5,1.3,1.92,2.08,0.5733333333333334,-0.375
Lorenzi P.,Mahut N.,1.0,0.14,0.86,7.56,1.09,10.75,1.13,7.14,1.16,0.3358139534883721,-0.025862068965517265
Serra F.,Kuznetsov An.,0.0,0.39,0.61,2.56,1.49,2.75,1.54,2.56,1.64,0.06909090909090908,-0.06097560975609748
Kunitsyn I.,Soeda G.,1.0,0.5,0.5,2.51,1.51,2.7,1.58,2.0,2.0,0.2592592592592593,-0.20999999999999996
Almagro N.,Rochus O.,0.0,0.59,0.41,1.21,4.36,1.27,4.75,1.69,2.44,-0.24852071005917156,0.4863157894736842
Anderson K.,Dimitrov G.,1.0,0.49,0.51,2.17,1.67,2.3,1.75,2.04,1.96,0.11304347826086948,-0.10714285714285712
Tsonga J.W.,Hewitt L.,0.0,0.55,0.45,1.1,6.62,1.13,7.7,1.82,2.22,-0.3791208791208792,0.7116883116883117
Andujar P.,Ward J.,1.0,0.47,0.53,2.98,1.38,3.25,1.45,2.13,1.89,0.34461538461538466,-0.2328042328042328
Lacko L.,Ungur A.,0.0,0.87,0.13,1.15,5.32,1.19,6.0,1.15,7.69,0.033613445378151294,-0.21976592977893372
Bellucci T.,Nadal R.,1.0,0.06,0.94,22.87,1.01,57.0,1.03,16.67,1.06,0.7075438596491228,-0.028301886792452855
Kohlschreiber P.,Haas T.,0.0,0.45,0.55,2.48,1.53,2.7,1.57,2.22,1.82,0.17777777777777776,-0.13736263736263735
Dodig I.,Rosol L.,1.0,0.69,0.31,1.75,2.03,1.85,2.14,1.45,3.23,0.21621621621621628,-0.3374613003095975
Baghdatis M.,Montanes A.,0.0,0.84,0.16,1.13,5.9,1.15,7.04,1.19,6.25,-0.033613445378151294,0.1122159090909091
Stebe C.M.,Cilic M.,1.0,0.05,0.95,8.75,1.06,11.6,1.08,20.0,1.05,-0.42000000000000004,0.0277777777777778
Del Potro J.M.,Haase R.,0.0,0.87,0.13,1.07,7.85,1.12,9.0,1.15,7.69,-0.026086956521738962,0.14555555555555552
Bachinger M.,De Schepper K.,1.0,0.43,0.57,2.09,1.71,2.2,1.8,2.33,1.75,-0.05579399141630897,0.0277777777777778
Querrey S.,Pospisil V.,0.0,0.76,0.24,1.3,3.41,1.34,3.7,1.32,4.17,0.01492537313432837,-0.1127098321342925
Davydenko N.,Murray A.,1.0,0.06,0.94,10.25,1.05,14.0,1.07,16.67,1.06,-0.16016796640671874,0.009345794392523372
Phau B.,Odesnik W.,0.0,0.68,0.32,2.49,1.51,2.71,1.57,1.47,3.12,0.4575645756457565,-0.4967948717948718
Giraldo S.,Raonic M.,1.0,0.19,0.81,7.53,1.08,8.75,1.12,5.26,1.23,0.39885714285714285,-0.089430894308943
Kubot L.,Ito T.,0.0,0.73,0.27,1.36,3.04,1.4,3.52,1.37,3.7,0.02142857142857129,-0.04864864864864869
Wawrinka S.,Melzer J.,1.0,0.63,0.37,1.39,2.91,1.45,3.05,1.59,2.7,-0.08805031446540888,0.11475409836065563
Ferrer D.,Brown D.,0.0,0.87,0.13,1.03,1.92,1.04,21.0,1.15,7.69,-0.09565217391304338,0.6338095238095237
Sela D.,Karlovic I.,1.0,0.35,0.65,4.32,1.2,4.93,1.25,2.86,1.54,0.4198782961460446,-0.18831168831168832
Roddick A.,Baker J.,0.0,0.97,0.03,1.04,10.57,1.06,15.0,1.03,33.33,0.028301886792452855,-0.54995499549955
Chardy J.,Monaco J.,1.0,0.46,0.54,2.29,1.6,2.55,1.67,2.17,1.85,0.14901960784313723,-0.09729729729729739
Mayer F.,Petzschner P.,0.0,0.7,0.3,1.62,2.24,1.78,2.38,1.43,3.33,0.1966292134831461,-0.28528528528528535
Klizan M.,Troicki V.,1.0,0.19,0.81,5.07,1.16,5.9,1.2,5.26,1.23,0.10847457627118653,-0.024390243902439046
Federer R.,Fognini F.,0.0,0.94,0.06,1.01,26.65,1.03,71.0,1.06,16.67,-0.028301886792452855,0.7652112676056337
Sweeting R.,Tipsarevic J.,1.0,0.1,0.9,10.58,1.04,13.0,1.07,10.0,1.11,0.23076923076923078,-0.036036036036036063
Istomin D.,Andreev I.,0.0,0.55,0.45,1.22,4.22,1.3,5.26,1.82,2.22,-0.2857142857142857,0.5779467680608364
Gulbis E.,Janowicz J.,1.0,0.27,0.73,1.65,2.21,1.73,2.35,3.7,1.37,-0.5324324324324324,0.41702127659574467
Benneteau J.,Russell M.,0.0,0.83,0.17,1.2,4.43,1.25,5.27,1.2,5.88,0.040000000000000036,-0.10374149659863952
Rufin G.,Almagro N.,1.0,0.22,0.78,4.99,1.17,5.8,1.19,4.55,1.28,0.21551724137931036,-0.07031250000000006
Youzhny M.,Cervantes I.,0.0,0.88,0.12,1.04,11.54,1.06,16.0,1.14,8.33,-0.0701754385964911,0.479375
Bemelmans R.,Gasquet R.,1.0,0.04,0.96,8.75,1.06,12.0,1.08,25.0,1.04,-0.52,0.03703703703703707
Djokovic N.,Harrison R.,0.0,0.95,0.05,1.01,19.57,1.02,36.3,1.05,20.0,-0.028571428571428595,0.44903581267217624
Levine J.,Goffin D.,1.0,0.24,0.76,2.38,1.56,2.55,1.65,4.17,1.32,-0.38848920863309355,0.19999999999999993
Malisse X.,Simon G.,0.0,0.41,0.59,2.21,1.65,2.4,1.74,2.44,1.69,-0.016393442622950834,0.028735632183908073
Nieminen J.,Baker B.,1.0,0.7,0.3,2.07,1.72,2.28,1.8,1.43,3.33,0.37280701754385964,-0.4594594594594595
