Date,Pl0,Pl1,Winner,Pl0 %,Pl1 %,Pl0 Avg odds,Pl1 Avg odds,Pl0 Max odds,Pl1 Max odds,Fair odds for Pl0,Fair odds for Pl1,Bet on Pl0 Value,Bet on Pl1 Value
2014-01-08,Garcia-Lopez G.,Giraldo S.,0.0,0.53,0.47,1.82,1.94,1.91,2.01,1.89,2.13,0.010471204188481685,-0.056338028169014134
2014-01-08,Young D.,Ferrer D.,1.0,0.11,0.89,6.35,1.11,8.0,1.15,9.09,1.12,-0.1199119911991199,0.026086956521738962
2014-01-08,Bautista R.,Sock J.,0.0,0.53,0.47,1.72,2.09,1.77,2.26,1.89,2.13,-0.06349206349206343,0.05752212389380527
2014-01-09,Kohlschreiber P.,Isner J.,1.0,0.34,0.66,1.74,2.06,1.82,2.22,2.94,1.52,-0.38095238095238093,0.31531531531531537
2014-01-09,Lu Y.H.,Johnson S.,0.0,0.39,0.61,1.58,2.34,1.67,2.56,2.56,1.64,-0.34765625000000006,0.35937500000000006
2014-01-09,Garcia-Lopez G.,Ferrer D.,1.0,0.14,0.86,5.25,1.15,6.5,1.18,7.14,1.16,-0.08963585434173665,0.0169491525423729
2014-01-10,Isner J.,Bautista R.,0.0,0.59,0.41,1.43,2.75,1.51,2.95,1.69,2.44,-0.10650887573964493,0.17288135593220347
2014-01-10,Ferrer D.,Lu Y.H.,1.0,0.86,0.14,1.18,4.78,1.22,5.7,1.16,7.14,0.04918032786885251,-0.2016806722689075
2014-01-11,Isner J.,Lu Y.H.,0.0,0.88,0.12,1.43,2.75,1.5,3.1,1.14,8.33,0.24000000000000007,-0.6278511404561825
2014-01-06,Andujar P.,Istomin D.,1.0,0.34,0.66,4.39,1.2,5.03,1.25,2.94,1.52,0.41550695825049705,-0.17763157894736842
2014-01-06,Benneteau J.,Ebden M.,0.0,0.72,0.28,1.65,2.19,1.77,2.38,1.39,3.57,0.21468926553672324,-0.3333333333333333
2014-01-06,Sousa J.,Rosol L.,1.0,0.53,0.47,2.15,1.67,2.25,1.83,1.89,2.13,0.16000000000000003,-0.14084507042253513
2014-01-07,Cilic M.,Struff J-L.,0.0,0.97,0.03,1.16,5.01,1.2,6.0,1.03,33.33,0.1416666666666666,-0.81998199819982
2014-01-07,Harrison R.,Mahut N.,1.0,0.51,0.49,1.8,1.96,1.9,2.1,1.96,2.04,-0.03061224489795921,0.028571428571428595
2014-01-07,Ramos A.,Querrey S.,0.0,0.23,0.77,4.19,1.22,4.5,1.27,4.35,1.3,0.03333333333333341,-0.023076923076923096
2014-01-07,Groth S.,Stepanek R.,1.0,0.12,0.88,4.09,1.22,4.6,1.25,8.33,1.14,-0.4477791116446579,0.08800000000000008
2014-01-07,Stakhovsky S.,Berlocq C.,0.0,0.53,0.47,1.5,2.54,1.59,2.8,1.89,2.13,-0.15873015873015864,0.23928571428571427
2014-01-07,Nieminen J.,Kavcic B.,1.0,0.79,0.21,1.32,3.28,1.38,3.75,1.27,4.76,0.07971014492753614,-0.2121848739495798
2014-01-07,Matosevic M.,Mayer F.,0.0,0.45,0.55,2.05,1.74,2.25,1.81,2.22,1.82,0.013333333333333246,-0.005494505494505499
2014-01-07,Roger-Vasselin E.,Dolgopolov O.,1.0,0.39,0.61,2.66,1.46,2.9,1.56,2.56,1.64,0.11724137931034478,-0.04878048780487796
2014-01-07,Tomic B.,Granollers M.,0.0,0.7,0.3,1.34,3.16,1.4,3.45,1.43,3.33,-0.020979020979020997,0.0347826086956522
2014-01-08,Seppi A.,Matosevic M.,1.0,0.61,0.39,2.04,1.74,2.2,1.83,1.64,2.56,0.25454545454545463,-0.28515625
2014-01-08,Stakhovsky S.,Benneteau J.,0.0,0.33,0.67,2.41,1.55,2.62,1.65,3.03,1.49,-0.13531353135313523,0.09696969696969693
2014-01-08,Rosol L.,Tursunov D.,1.0,0.35,0.65,2.38,1.56,2.5,1.69,2.86,1.54,-0.12587412587412583,0.0887573964497041
2014-01-08,Stepanek R.,Ramos A.,0.0,0.75,0.25,1.24,3.9,1.29,4.46,1.33,4.0,-0.030075187969924838,0.10313901345291479
2014-01-08,Mahut N.,Del Potro J.M.,1.0,0.08,0.92,5.73,1.13,7.18,1.16,12.5,1.09,-0.42560000000000003,0.06034482758620676
2014-01-08,Tomic B.,Kavcic B.,0.0,0.82,0.18,1.2,4.35,1.23,5.23,1.22,5.56,0.008130081300813016,-0.05935251798561137
2014-01-08,Cilic M.,Istomin D.,1.0,0.74,0.26,1.42,2.78,1.46,3.1,1.35,3.85,0.07534246575342457,-0.19480519480519481
2014-01-08,Dolgopolov O.,Janowicz J.,0.0,0.46,0.54,1.72,2.07,1.8,2.2,2.17,1.85,-0.17050691244239627,0.15909090909090912
2014-01-09,Stepanek R.,Del Potro J.M.,1.0,0.22,0.78,3.64,1.27,4.0,1.32,4.55,1.28,-0.12087912087912084,0.030303030303030328
2014-01-09,Tursunov D.,Istomin D.,0.0,0.56,0.44,2.13,1.69,2.4,1.8,1.79,2.27,0.25416666666666665,-0.20704845814977973
2014-01-09,Dolgopolov O.,Tomic B.,1.0,0.57,0.43,1.77,2.0,1.9,2.12,1.75,2.33,0.07894736842105259,-0.09012875536480684
2014-01-09,Stakhovsky S.,Matosevic M.,0.0,0.52,0.48,2.22,1.63,2.35,1.7,1.92,2.08,0.1829787234042554,-0.18269230769230774
2014-01-10,Tursunov D.,Del Potro J.M.,1.0,0.16,0.84,4.51,1.2,6.4,1.25,6.25,1.19,0.023437500000000056,0.04800000000000004
2014-01-10,Tomic B.,Stakhovsky S.,0.0,0.67,0.33,1.35,3.15,1.4,3.55,1.49,3.03,-0.06040268456375844,0.14647887323943662
2014-01-11,Tomic B.,Del Potro J.M.,1.0,0.16,0.84,3.78,1.26,4.8,1.3,6.25,1.19,-0.23200000000000004,0.08461538461538469
2014-01-13,Dodig I.,Karlovic I.,0.0,0.49,0.51,1.5,2.55,1.6,2.8,2.04,1.96,-0.2156862745098039,0.3
2014-01-13,Sela D.,Nieminen J.,1.0,0.27,0.73,2.57,1.49,2.74,1.55,3.7,1.37,-0.2594594594594594,0.11612903225806448
2014-01-13,Youzhny M.,Struff J.L.,0.0,0.7,0.3,1.25,3.84,1.29,4.5,1.43,3.33,-0.09790209790209783,0.26
2014-01-13,Kukushkin M.,Falla A.,1.0,0.66,0.34,1.96,1.81,2.15,1.98,1.52,2.94,0.29302325581395344,-0.32653061224489793
2014-01-13,Querrey S.,Giraldo S.,0.0,0.72,0.28,1.39,2.93,1.45,3.65,1.39,3.57,0.04137931034482763,0.021917808219178103
2014-01-13,Johnson S.,Mannarino A.,1.0,0.55,0.45,1.71,2.1,1.81,2.25,1.82,2.22,-0.005494505494505499,0.013333333333333246
2014-01-13,Wawrinka S.,Golubev A.,0.0,0.89,0.11,1.04,11.17,1.05,17.0,1.12,9.09,-0.06250000000000006,0.46529411764705886
2014-01-13,Hajek J.,Dzumhur D.,1.0,0.09,0.91,2.53,1.5,2.81,1.58,11.11,1.1,-0.747074707470747,0.30379746835443033
2014-01-13,Thiem D.,Sousa J.,0.0,0.74,0.26,2.03,1.76,2.18,1.83,1.35,3.85,0.38073394495412843,-0.5246753246753246
2014-01-13,Kudla D.,Mayer F.,1.0,0.23,0.77,3.38,1.31,3.65,1.36,4.35,1.3,-0.160919540229885,0.04411764705882357
2014-01-13,Ferrer D.,Gonzalez A.,0.0,0.91,0.09,1.02,12.96,1.04,21.0,1.1,11.11,-0.05454545454545459,0.47095238095238096
2014-01-13,Vesely J.,Anderson K.,1.0,0.2,0.8,3.21,1.34,3.64,1.43,5.0,1.25,-0.27199999999999996,0.12587412587412583
2014-01-13,Gulbis E.,Monaco J.,0.0,0.5,0.5,1.18,4.75,1.22,5.7,2.0,2.0,-0.39,0.6491228070175439
2014-01-13,Wu D.,De Schepper K.,1.0,0.36,0.64,1.87,1.88,1.94,2.02,2.78,1.56,-0.3021582733812949,0.2277227722772277
2014-01-13,Gasquet R.,Guez D.,0.0,0.96,0.04,1.05,10.39,1.07,15.0,1.04,25.0,0.028037383177570117,-0.4
2014-01-13,Nedovyesov A.,Berdych T.,1.0,0.05,0.95,16.27,1.02,27.25,1.03,20.0,1.05,0.26605504587155965,-0.019047619047619063
2014-01-13,Ebden M.,Mahut N.,0.0,0.33,0.67,2.4,1.55,2.7,1.61,3.03,1.49,-0.1089108910891088,0.07453416149068329
2014-01-13,Huta Galung J.,Chardy J.,1.0,0.11,0.89,6.12,1.12,7.5,1.16,9.09,1.12,-0.1749174917491749,0.034482758620689495
2014-01-13,Fognini F.,Bogomolov A.,0.0,0.7,0.3,1.73,2.08,1.83,2.42,1.43,3.33,0.21857923497267767,-0.27327327327327333
2014-01-13,Montanes A.,Mayer L.,1.0,0.39,0.61,3.13,1.35,3.6,1.4,2.56,1.64,0.2888888888888889,-0.14634146341463414
2014-01-13,Benneteau J.,Carreno-Busta P.,0.0,0.76,0.24,1.31,3.39,1.34,3.75,1.32,4.17,0.01492537313432837,-0.10071942446043164
2014-01-13,Rosol L.,Robredo T.,1.0,0.31,0.69,1.92,1.84,2.02,1.97,3.23,1.45,-0.3746130030959752,0.2639593908629442
2014-01-13,Roger-Vasselin E.,Berlocq C.,0.0,0.56,0.44,1.39,2.93,1.46,3.31,1.79,2.27,-0.18435754189944137,0.31419939577039274
2014-01-13,Haas T.,Garcia-Lopez G.,1.0,0.8,0.2,1.5,2.54,1.58,2.81,1.25,5.0,0.20886075949367092,-0.438
2014-01-13,Janowicz J.,Thompson J.,0.0,0.63,0.37,1.27,3.63,1.32,4.05,1.59,2.7,-0.16981132075471697,0.33333333333333326
2014-01-13,Groth S.,Pospisil V.,1.0,0.27,0.73,2.77,1.43,3.07,1.47,3.7,1.37,-0.17027027027027036,0.06802721088435365
2014-01-13,Andujar P.,Ramos A.,0.0,0.47,0.53,2.43,1.54,2.6,1.7,2.13,1.89,0.18076923076923085,-0.10052910052910051
2014-01-13,Kubot L.,Davydenko N.,1.0,0.21,0.79,2.31,1.59,2.45,1.65,4.76,1.27,-0.48529411764705876,0.23030303030303026
2014-01-13,Dolgopolov O.,Berankis R.,0.0,0.61,0.39,1.37,3.04,1.46,3.25,1.64,2.56,-0.10975609756097558,0.21230769230769228
2014-01-13,Russell M.,Tursunov D.,1.0,0.21,0.79,5.95,1.13,7.07,1.17,4.76,1.27,0.3267326732673268,-0.07874015748031503
2014-01-13,Djokovic N.,Lacko L.,0.0,0.96,0.04,1.01,26.85,1.01,86.0,1.04,25.0,-0.028846153846153872,0.7093023255813954
2014-01-13,Baghdatis M.,Istomin D.,1.0,0.49,0.51,2.28,1.61,2.48,1.69,2.04,1.96,0.17741935483870966,-0.13775510204081634
2014-01-14,Lajovic D.,Pouille L.,0.0,0.43,0.57,1.46,2.66,1.53,2.95,2.33,1.75,-0.34334763948497854,0.4067796610169492
2014-01-14,Klahn B.,Dimitrov G.,1.0,0.11,0.89,4.6,1.19,5.5,1.22,9.09,1.12,-0.3949394939493949,0.081967213114754
2014-01-14,Nishikori K.,Matosevic M.,0.0,0.87,0.13,1.25,3.85,1.29,4.3,1.15,7.69,0.10852713178294583,-0.44083224967490253
2014-01-14,Zeballos H.,Przysiezny M.,1.0,0.7,0.3,2.49,1.52,2.64,1.58,1.43,3.33,0.45833333333333337,-0.5255255255255256
2014-01-14,Raonic M.,Gimeno-Traver D.,0.0,0.92,0.08,1.03,12.02,1.05,15.0,1.09,12.5,-0.03669724770642205,0.16666666666666666
2014-01-14,Wang J.,Lu Y.H.,1.0,0.47,0.53,3.98,1.23,4.4,1.28,2.13,1.89,0.515909090909091,-0.3227513227513227
2014-01-14,Hanescu V.,Gojowczyk P.,0.0,0.49,0.51,2.79,1.42,3.2,1.52,2.04,1.96,0.36250000000000004,-0.22448979591836732
2014-01-14,Klizan M.,Isner J.,0.0,0.2,0.8,5.91,1.12,7.9,1.15,5.0,1.25,0.3670886075949367,-0.08000000000000007
2014-01-14,Volandri F.,Tsonga J.W.,1.0,0.05,0.95,18.5,1.01,33.5,1.02,20.0,1.05,0.40298507462686567,-0.028571428571428595
2014-01-14,Rola B.,Delbonis F.,0.0,0.54,0.46,1.68,2.14,1.77,2.26,1.85,2.17,-0.04324324324324328,0.039823008849557466
2014-01-14,Duckworth J.,Federer R.,1.0,0.03,0.97,15.89,1.02,27.25,1.03,33.33,1.03,-0.18241824182418237,0.0
2014-01-14,Gabashvili T.,Stakhovsky S.,0.0,0.36,0.64,4.32,1.21,5.3,1.25,2.78,1.56,0.47547169811320755,-0.19871794871794873
2014-01-14,Stepanek R.,Kavcic B.,1.0,0.77,0.23,1.3,3.46,1.36,3.75,1.3,4.35,0.04411764705882357,-0.13793103448275856
2014-01-14,Bellucci T.,Reister J.,0.0,0.9,0.1,1.3,3.43,1.36,4.05,1.11,10.0,0.1838235294117647,-0.595
2014-01-14,Dancevic F.,Paire B.,1.0,0.27,0.73,3.01,1.37,3.45,1.4,3.7,1.37,-0.06756756756756756,0.02142857142857129
2014-01-14,Kyrgios N.,Becker B.,0.0,0.8,0.2,1.96,1.81,2.15,1.96,1.25,5.0,0.41860465116279066,-0.608
2014-01-14,Zhang Z.,Verdasco F.,1.0,0.06,0.94,6.44,1.11,8.7,1.15,16.67,1.06,-0.47810437912417525,0.07826086956521727
2014-01-14,Seppi A.,Hewitt L.,0.0,0.19,0.81,3.98,1.24,4.33,1.29,5.26,1.23,-0.17680608365019007,0.046511627906976785
2014-01-14,Llodra M.,Berrer M.,1.0,0.58,0.42,2.2,1.65,2.38,1.74,1.72,2.38,0.27731092436974786,-0.2689075630252101
2014-01-14,Bautista R.,Smyczek T.,0.0,0.84,0.16,1.28,3.6,1.34,4.2,1.19,6.25,0.11194029850746277,-0.32799999999999996
2014-01-14,Williams R.,Del Potro J.M.,1.0,0.04,0.96,15.04,1.02,30.25,1.03,25.0,1.04,0.17355371900826447,-0.009615384615384623
2014-01-14,Millot V.,Odesnik W.,0.0,0.42,0.58,2.76,1.44,3.2,1.5,2.38,1.72,0.2562500000000001,-0.12790697674418602
2014-01-14,Devvarman S.,Lopez F.,1.0,0.32,0.68,4.09,1.23,4.65,1.27,3.12,1.47,0.32903225806451614,-0.13605442176870747
2014-01-14,Young D.,Haase R.,0.0,0.5,0.5,2.2,1.66,2.35,1.75,2.0,2.0,0.14893617021276598,-0.125
2014-01-14,Brands D.,Simon G.,1.0,0.11,0.89,1.42,2.83,1.5,3.05,9.09,1.12,-0.834983498349835,0.6327868852459015
2014-01-14,Sock J.,Kamke T.,0.0,0.76,0.24,2.34,1.58,2.55,1.64,1.32,4.17,0.48235294117647054,-0.6067146282973622
2014-01-14,Soeda G.,Murray A.,1.0,0.04,0.96,14.2,1.02,22.0,1.04,25.0,1.04,-0.12,0.0
2014-01-14,Kokkinakis T.,Sijsling I.,0.0,0.47,0.53,2.41,1.55,2.62,1.62,2.13,1.89,0.18702290076335884,-0.14285714285714277
2014-01-14,Granollers M.,Cilic M.,1.0,0.21,0.79,4.51,1.19,5.3,1.23,4.76,1.27,0.1018867924528302,-0.03149606299212601
2014-01-14,Monfils G.,Harrison R.,0.0,0.8,0.2,1.12,5.95,1.15,7.9,1.25,5.0,-0.08000000000000007,0.3670886075949367
2014-01-14,Tomic B.,Nadal R.,1.0,0.07,0.93,10.2,1.05,13.25,1.07,14.29,1.08,-0.07277816655003494,-0.009259259259259267
2014-01-15,Berdych T.,De Schepper K.,0.0,0.87,0.13,1.03,13.19,1.04,23.0,1.15,7.69,-0.09565217391304338,0.6656521739130434
2014-01-15,Dodig I.,Dzumhur D.,1.0,0.62,0.38,1.16,5.12,1.2,6.0,1.61,2.63,-0.2546583850931678,0.5616666666666666
2014-01-15,Mayer F.,Youzhny M.,0.0,0.39,0.61,2.36,1.57,2.6,1.67,2.56,1.64,0.015384615384615398,0.017964071856287442
2014-01-15,Davydenko N.,Gasquet R.,1.0,0.35,0.65,4.26,1.21,5.5,1.27,2.86,1.54,0.48000000000000004,-0.17532467532467533
2014-01-15,Janowicz J.,Andujar P.,0.0,0.65,0.35,1.29,3.56,1.34,4.23,1.54,2.86,-0.12987012987012983,0.3238770685579197
2014-01-15,Mannarino A.,Ferrer D.,1.0,0.1,0.9,10.7,1.04,15.0,1.07,10.0,1.11,0.3333333333333333,-0.036036036036036063
2014-01-15,Chardy J.,Dolgopolov O.,0.0,0.53,0.47,2.15,1.68,2.25,1.79,1.89,2.13,0.16000000000000003,-0.15962441314553985
2014-01-15,Benneteau J.,Robredo T.,1.0,0.35,0.65,1.97,1.8,2.12,1.91,2.86,1.54,-0.2587412587412587,0.19371727748691095
2014-01-15,Djokovic N.,Mayer L.,0.0,0.96,0.04,1.01,23.19,1.01,51.0,1.04,25.0,-0.028846153846153872,0.5098039215686274
2014-01-15,Tursunov D.,Istomin D.,1.0,0.55,0.45,1.74,2.05,1.81,2.18,1.82,2.22,-0.005494505494505499,-0.018018018018018032
2014-01-15,Roger-Vasselin E.,Garcia-Lopez G.,0.0,0.58,0.42,2.12,1.7,2.3,1.75,1.72,2.38,0.2521739130434782,-0.2647058823529411
2014-01-15,Gulbis E.,Querrey S.,1.0,0.4,0.6,1.47,2.63,1.53,2.88,2.5,1.67,-0.388,0.4201388888888889
2014-01-15,Anderson K.,Thiem D.,0.0,0.52,0.48,1.47,2.65,1.55,2.99,1.92,2.08,-0.1927083333333333,0.30434782608695654
2014-01-15,Nieminen J.,Fognini F.,1.0,0.46,0.54,2.01,1.77,2.15,1.92,2.17,1.85,-0.00921658986175116,0.03645833333333325
2014-01-15,Wawrinka S.,Falla A.,0.0,0.86,0.14,1.07,8.02,1.12,9.5,1.16,7.14,-0.034482758620689495,0.248421052631579
2014-01-15,Ebden M.,Pospisil V.,1.0,0.32,0.68,2.82,1.41,3.2,1.48,3.12,1.47,0.025000000000000022,0.006756756756756763
2014-01-16,Nishikori K.,Lajovic D.,0.0,0.9,0.1,1.07,8.31,1.1,12.0,1.11,10.0,-0.009009009009009016,0.16666666666666666
2014-01-16,Seppi A.,Young D.,1.0,0.6,0.4,1.46,2.67,1.53,2.95,1.67,2.5,-0.08383233532934126,0.15254237288135597
2014-01-16,Klizan M.,Rola B.,0.0,0.73,0.27,1.6,2.3,1.69,2.45,1.37,3.7,0.18934911242603542,-0.33783783783783783
2014-01-16,Bellucci T.,Tsonga J.W.,1.0,0.1,0.9,8.61,1.07,11.5,1.1,10.0,1.11,0.13043478260869565,-0.009009009009009016
2014-01-16,Robert S.,Przysiezny M.,0.0,0.71,0.29,2.56,1.49,2.88,1.55,1.41,3.45,0.5104166666666666,-0.5507246376811594
2014-01-16,Kavcic B.,Federer R.,1.0,0.03,0.97,15.98,1.02,26.0,1.04,33.33,1.03,-0.21992199219921987,0.009615384615384623
2014-01-16,Nadal R.,Kokkinakis T.,0.0,0.92,0.08,1.01,23.2,1.02,50.25,1.09,12.5,-0.06422018348623859,0.7512437810945274
2014-01-16,Lu Y.H.,Dimitrov G.,1.0,0.19,0.81,2.64,1.47,2.8,1.53,5.26,1.23,-0.467680608365019,0.19607843137254904
2014-01-16,Simon G.,Cilic M.,0.0,0.43,0.57,3.77,1.26,4.3,1.33,2.33,1.75,0.4581395348837209,-0.23999999999999996
2014-01-16,Hanescu V.,Raonic M.,1.0,0.08,0.92,5.96,1.13,7.9,1.15,12.5,1.09,-0.368,0.05217391304347812
2014-01-16,Lopez F.,Berrer M.,0.0,0.72,0.28,1.29,3.49,1.37,3.75,1.39,3.57,-0.014388489208632947,0.04800000000000004
2014-01-16,Verdasco F.,Gabashvili T.,1.0,0.77,0.23,1.13,5.74,1.18,7.0,1.3,4.35,-0.09230769230769238,0.3785714285714286
2014-01-16,Monfils G.,Sock J.,0.0,0.68,0.32,1.09,7.17,1.11,8.7,1.47,3.12,-0.24489795918367338,0.6413793103448275
2014-01-16,Del Potro J.M.,Bautista R.,1.0,0.8,0.2,1.05,9.61,1.08,12.0,1.25,5.0,-0.13599999999999995,0.5833333333333334
2014-01-16,Murray A.,Millot V.,0.0,0.96,0.04,1.01,21.3,1.02,41.0,1.04,25.0,-0.019230769230769246,0.3902439024390244
2014-01-16,Kyrgios N.,Paire B.,1.0,0.73,0.27,2.87,1.4,3.05,1.48,1.37,3.7,0.5508196721311475,-0.6
2014-01-16,Wawrinka S.,Pospisil V.,0.0,0.83,0.17,1.14,5.68,1.16,6.35,1.2,5.88,-0.03333333333333337,0.07401574803149603
2014-01-17,Janowicz J.,Mayer F.,1.0,0.52,0.48,2.4,1.56,2.62,1.71,1.92,2.08,0.267175572519084,-0.17788461538461542
2014-01-17,Ferrer D.,Chardy J.,0.0,0.81,0.19,1.33,3.27,1.4,3.7,1.23,5.26,0.12142857142857139,-0.29657794676806076
2014-01-17,Roger-Vasselin E.,Anderson K.,1.0,0.22,0.78,2.45,1.54,2.68,1.61,4.55,1.28,-0.4109890109890109,0.2049689440993789
2014-01-17,Berdych T.,Dzumhur D.,0.0,0.87,0.13,1.02,15.18,1.03,29.0,1.15,7.69,-0.10434782608695643,0.7348275862068965
2014-01-17,Gasquet R.,Robredo T.,1.0,0.69,0.31,1.48,2.6,1.55,2.95,1.45,3.23,0.06451612903225812,-0.08668730650154793
2014-01-17,Fognini F.,Querrey S.,0.0,0.58,0.42,2.44,1.53,2.75,1.6,1.72,2.38,0.37454545454545457,-0.32773109243697474
2014-01-17,Istomin D.,Djokovic N.,1.0,0.06,0.94,18.59,1.01,45.0,1.02,16.67,1.06,0.6295555555555555,-0.03773584905660381
2014-01-18,Robert S.,Klizan M.,0.0,0.53,0.47,2.24,1.64,2.4,1.74,1.89,2.13,0.21250000000000002,-0.18309859154929573
2014-01-18,Gabashvili T.,Federer R.,1.0,0.05,0.95,13.11,1.03,21.0,1.04,20.0,1.05,0.047619047619047616,-0.009523809523809532
2014-01-18,Dimitrov G.,Raonic M.,0.0,0.39,0.61,2.08,1.73,2.2,1.82,2.56,1.64,-0.14062499999999994,0.09890109890109898
2014-01-18,Paire B.,Bautista R.,1.0,0.38,0.62,2.67,1.46,2.9,1.52,2.63,1.61,0.09310344827586207,-0.055900621118012465
2014-01-18,Murray A.,Lopez F.,0.0,0.9,0.1,1.1,6.75,1.15,9.5,1.11,10.0,0.034782608695652015,-0.05
2014-01-18,Simon G.,Tsonga J.W.,1.0,0.37,0.63,5.21,1.16,6.54,1.18,2.7,1.59,0.5871559633027522,-0.25786163522012584
2014-01-18,Nishikori K.,Young D.,0.0,0.83,0.17,1.14,5.59,1.17,6.7,1.2,5.88,-0.025000000000000022,0.12238805970149258
2014-01-18,Monfils G.,Nadal R.,1.0,0.16,0.84,6.73,1.11,8.04,1.2,6.25,1.19,0.22263681592039794,0.008333333333333342
2014-01-19,Ferrer D.,Mayer F.,0.0,0.81,0.19,1.24,3.99,1.29,4.5,1.23,5.26,0.046511627906976785,-0.14448669201520908
2014-01-19,Fognini F.,Djokovic N.,1.0,0.09,0.91,18.31,1.02,38.25,1.02,11.11,1.1,0.7095424836601307,-0.07272727272727278
2014-01-19,Berdych T.,Anderson K.,0.0,0.78,0.22,1.11,6.68,1.13,8.47,1.28,4.55,-0.1171875000000001,0.46280991735537197
2014-01-19,Robredo T.,Wawrinka S.,1.0,0.25,0.75,3.14,1.35,3.55,1.42,4.0,1.33,-0.11250000000000004,0.06338028169014075
2014-01-20,Dimitrov G.,Bautista R.,0.0,0.57,0.43,1.56,2.4,1.65,2.6,1.75,2.33,-0.0571428571428572,0.10384615384615385
2014-01-20,Nishikori K.,Nadal R.,1.0,0.2,0.8,12.42,1.03,19.85,1.05,5.0,1.25,0.7481108312342569,-0.15999999999999998
2014-01-20,Murray A.,Robert S.,0.0,0.94,0.06,1.01,18.27,1.02,33.25,1.06,16.67,-0.03773584905660381,0.49864661654135334
2014-01-20,Tsonga J.W.,Federer R.,1.0,0.24,0.76,2.34,1.59,2.5,1.67,4.17,1.32,-0.40047961630695444,0.20958083832335322
2014-01-21,Berdych T.,Ferrer D.,0.0,0.42,0.58,1.61,2.32,1.69,2.56,2.38,1.72,-0.2899159663865546,0.328125
2014-01-21,Djokovic N.,Wawrinka S.,1.0,0.86,0.14,1.09,7.54,1.12,9.95,1.16,7.14,-0.034482758620689495,0.2824120603015075
2014-01-22,Nadal R.,Dimitrov G.,0.0,0.84,0.16,1.1,7.05,1.14,9.0,1.19,6.25,-0.042016806722689114,0.3055555555555556
2014-01-22,Murray A.,Federer R.,1.0,0.49,0.51,2.15,1.71,2.3,1.83,2.04,1.96,0.11304347826086948,-0.06632653061224485
2014-01-23,Wawrinka S.,Berdych T.,0.0,0.61,0.39,1.7,2.16,1.81,2.3,1.64,2.56,0.09392265193370174,-0.10156250000000008
2014-01-24,Federer R.,Nadal R.,1.0,0.5,0.5,2.32,1.62,2.45,1.7,2.0,2.0,0.18367346938775517,-0.15000000000000002
2014-01-26,Wawrinka S.,Nadal R.,0.0,0.2,0.8,5.19,1.17,5.96,1.25,5.0,1.25,0.1610738255033557,0.0
2014-02-03,Mahut N.,Mathieu P.H.,1.0,0.5,0.5,1.38,2.96,1.42,3.2,2.0,2.0,-0.29000000000000004,0.37500000000000006
2014-02-04,Istomin D.,Ilhan M.,0.0,0.8,0.2,1.18,4.62,1.22,5.22,1.25,5.0,-0.02400000000000002,0.042145593869731754
2014-02-04,Millot V.,Mannarino A.,1.0,0.21,0.79,3.09,1.35,3.4,1.4,4.76,1.27,-0.2857142857142857,0.09285714285714279
2014-02-04,Gicquel M.,Llodra M.,0.0,0.52,0.48,3.0,1.37,3.45,1.41,1.92,2.08,0.44347826086956527,-0.3221153846153847
2014-02-04,De Schepper K.,Olivetti A.,1.0,0.34,0.66,1.63,2.22,1.68,2.46,2.94,1.52,-0.4285714285714286,0.38211382113821135
2014-02-04,Herbert P.H.,Artunedo Martinavarro A.,0.0,0.93,0.07,1.33,3.24,1.36,3.6,1.08,14.29,0.2058823529411765,-0.748075577326802
2014-02-05,Kamke T.,Sousa J.,1.0,0.29,0.71,1.52,2.49,1.61,2.75,3.45,1.41,-0.5333333333333333,0.4872727272727273
2014-02-05,Nieminen J.,Nedovyesov A.,0.0,0.87,0.13,1.28,3.59,1.33,4.0,1.15,7.69,0.13533834586466176,-0.4798439531859558
2014-02-05,Kubot L.,Monfils G.,1.0,0.15,0.85,5.7,1.13,7.13,1.17,6.67,1.18,0.06451612903225806,-0.00847457627118645
2014-02-05,Brown D.,Gabashvili T.,0.0,0.54,0.46,1.94,1.82,2.05,1.91,1.85,2.17,0.09756097560975598,-0.11981566820276499
2014-02-05,Benneteau J.,Davydenko N.,1.0,0.39,0.61,1.45,2.69,1.5,2.87,2.56,1.64,-0.4140625,0.4285714285714286
2014-02-05,Roger-Vasselin E.,Przysiezny M.,0.0,0.73,0.27,1.31,3.38,1.35,3.8,1.37,3.7,-0.014598540145985413,0.02631578947368412
2014-02-06,Tursunov D.,Istomin D.,1.0,0.54,0.46,2.1,1.71,2.28,1.78,1.85,2.17,0.18859649122807007,-0.17972350230414744
2014-02-06,Nieminen J.,Herbert P.H.,0.0,0.72,0.28,1.52,2.47,1.59,2.73,1.39,3.57,0.1257861635220127,-0.2352941176470588
2014-02-06,Simon G.,Gicquel M.,1.0,0.76,0.24,1.26,3.76,1.29,4.22,1.32,4.17,-0.022727272727272745,0.011848341232227447
2014-02-06,Olivetti A.,Davydenko N.,0.0,0.35,0.65,3.12,1.35,3.4,1.43,2.86,1.54,0.15882352941176472,-0.0714285714285715
2014-02-06,Sousa J.,Monfils G.,1.0,0.25,0.75,4.43,1.2,5.42,1.23,4.0,1.33,0.26199261992619927,-0.0751879699248121
2014-02-06,Roger-Vasselin E.,Brown D.,0.0,0.7,0.3,1.3,3.41,1.35,3.9,1.43,3.33,-0.05594405594405584,0.1461538461538461
