Date,Pl0,Pl1,Winner,Pl0 %,Pl1 %,Pl0 Avg odds,Pl1 Avg odds,Pl0 Max odds,Pl1 Max odds,Fair odds for Pl0,Fair odds for Pl1,Bet on Pl0 Value,Bet on Pl1 Value
2012-01-16,Kamke T.,Hanescu V.,0.0,0.49,0.51,1.68,2.12,1.8,2.41,2.04,1.96,-0.11764705882352941,0.18672199170124487
2012-01-16,Melzer J.,Karlovic I.,1.0,0.51,0.49,1.51,2.5,1.61,2.7,1.96,2.04,-0.17857142857142852,0.2444444444444445
2012-01-16,Fish M.,Muller G.,0.0,0.7,0.3,1.2,4.33,1.25,5.46,1.43,3.33,-0.12587412587412583,0.3901098901098901
2012-01-16,Huta Galung J.,Berlocq C.,1.0,0.21,0.79,2.0,1.77,2.18,1.9,4.76,1.27,-0.542016806722689,0.33157894736842103
2012-01-16,Kohlschreiber P.,Monaco J.,0.0,0.59,0.41,1.52,2.48,1.59,2.63,1.69,2.44,-0.059171597633136015,0.07224334600760454
2012-01-16,Paire B.,Wawrinka S.,1.0,0.3,0.7,3.83,1.25,4.89,1.29,3.33,1.43,0.3190184049079754,-0.09790209790209783
2012-01-16,Querrey S.,De Schepper K.,0.0,0.87,0.13,1.16,4.95,1.18,5.94,1.15,7.69,0.025423728813559344,-0.22756827048114434
2012-01-16,Fognini F.,Falla A.,1.0,0.72,0.28,2.76,1.42,3.0,1.5,1.39,3.57,0.5366666666666667,-0.5798319327731092
2012-01-16,Haas T.,Kudla D.,0.0,0.85,0.15,1.39,2.9,1.44,3.2,1.18,6.67,0.18055555555555558,-0.52023988005997
2012-01-16,Chardy J.,Dimitrov G.,1.0,0.35,0.65,2.43,1.54,2.65,1.6,2.86,1.54,-0.07342657342657341,0.03750000000000003
2012-01-16,Serra F.,Darcis S.,0.0,0.52,0.48,2.42,1.54,2.65,1.71,1.92,2.08,0.27547169811320754,-0.17788461538461542
2012-01-16,Gojowczyk P.,Young D.,1.0,0.58,0.42,2.34,1.57,2.65,1.7,1.72,2.38,0.35094339622641507,-0.2857142857142857
2012-01-16,Lacko L.,Ljubicic I.,0.0,0.23,0.77,1.8,1.96,2.0,2.29,4.35,1.3,-0.5402298850574713,0.43231441048034935
2012-01-16,Jones G.,Dolgopolov O.,1.0,0.09,0.91,9.78,1.05,13.0,1.07,11.11,1.1,0.14538461538461542,-0.027272727272727296
2012-01-16,Rochus O.,Phau B.,0.0,0.79,0.21,1.58,2.35,1.95,3.0,1.27,4.76,0.3487179487179487,-0.36974789915966383
2012-01-16,Becker B.,Baghdatis M.,1.0,0.19,0.81,5.13,1.15,6.62,1.18,5.26,1.23,0.20543806646525684,-0.040650406504065074
2012-01-16,Nadal R.,Kuznetsov A.,0.0,0.97,0.03,1.01,21.51,1.02,56.71,1.03,33.33,-0.009708737864077678,0.41227296773055905
2012-01-16,Mitchell B.,Isner J.,1.0,0.03,0.97,8.7,1.06,11.38,1.08,33.33,1.03,-0.6585658565856585,0.046296296296296335
2012-01-16,Lu Y.H.,De Voest R.,0.0,0.65,0.35,1.36,3.08,1.43,3.5,1.54,2.86,-0.0714285714285715,0.18285714285714288
2012-01-16,Prodon E.,Beck A.,1.0,0.09,0.91,4.21,1.21,4.9,1.29,11.11,1.1,-0.5589558955895589,0.1472868217054263
2012-01-16,Federer R.,Kudryavtsev A.,0.0,0.97,0.03,1.01,22.5,1.01,61.0,1.03,33.33,-0.019417475728155355,0.4536065573770492
2012-01-16,Nieminen J.,Nalbandian D.,1.0,0.39,0.61,2.22,1.63,2.4,1.75,2.56,1.64,-0.06250000000000006,0.06285714285714292
2012-01-17,Bogomolov A.,Gimeno-Traver D.,0.0,0.75,0.25,1.15,5.21,1.21,6.41,1.33,4.0,-0.09022556390977451,0.3759750390015601
2012-01-17,Machado R.,Ferrer D.,1.0,0.04,0.96,19.39,1.01,51.82,1.02,25.0,1.04,0.517560787340795,-0.019230769230769246
2012-01-17,Nishikori K.,Robert S.,0.0,0.91,0.09,1.09,7.14,1.12,9.24,1.1,11.11,0.01785714285714287,-0.16831683168316824
2012-01-17,Rosol L.,Petzschner P.,1.0,0.41,0.59,2.93,1.38,3.25,1.42,2.44,1.69,0.24923076923076926,-0.15976331360946747
2012-01-17,Gasquet R.,Seppi A.,0.0,0.73,0.27,1.31,3.33,1.36,3.75,1.37,3.7,-0.0072992700729927066,0.013333333333333286
2012-01-17,Viola Mat.,Giraldo S.,1.0,0.09,0.91,7.01,1.09,9.41,1.14,11.11,1.1,-0.15301530153015297,0.03508771929824545
2012-01-17,Golubev A.,Youzhny M.,0.0,0.18,0.82,4.23,1.21,5.23,1.25,5.56,1.22,-0.05935251798561137,0.02400000000000002
2012-01-17,Lorenzi P.,Djokovic N.,1.0,0.04,0.96,34.48,1.01,96.0,1.01,25.0,1.04,0.7395833333333334,-0.028846153846153872
2012-01-17,Roger-Vasselin E.,Malisse X.,0.0,0.36,0.64,2.64,1.46,2.82,1.51,2.78,1.56,0.014184397163120581,-0.032051282051282076
2012-01-17,Russell M.,Chela J.I.,1.0,0.23,0.77,1.89,1.84,2.03,2.02,4.35,1.3,-0.5333333333333333,0.3564356435643564
2012-01-17,Raonic M.,Volandri F.,0.0,0.95,0.05,1.01,17.99,1.02,51.0,1.05,20.0,-0.028571428571428595,0.6078431372549019
2012-01-17,Gulbis E.,Llodra M.,1.0,0.54,0.46,1.67,2.14,1.74,2.31,1.85,2.17,-0.05945945945945951,0.060606060606060656
2012-01-17,Tipsarevic J.,Tursunov D.,0.0,0.56,0.44,1.11,6.11,1.15,7.45,1.79,2.27,-0.35754189944134085,0.6953020134228187
2012-01-17,Starace P.,Ito T.,1.0,0.58,0.42,1.7,2.09,1.81,2.25,1.72,2.38,0.04972375690607739,-0.05462184873949576
2012-01-17,Duckworth J.,Zopp J.,0.0,0.56,0.44,2.64,1.46,2.93,1.51,1.79,2.27,0.3890784982935154,-0.33480176211453744
2012-01-17,Bachinger M.,Sweeting R.,1.0,0.5,0.5,1.76,2.0,1.85,2.15,2.0,2.0,-0.07499999999999996,0.06976744186046507
2012-01-17,Granollers M.,Levine J.,0.0,0.81,0.19,1.33,3.23,1.37,3.71,1.23,5.26,0.1021897810218979,-0.29467680608365016
2012-01-17,Matosevic M.,Monfils G.,1.0,0.18,0.82,12.0,1.03,26.0,1.05,5.56,1.22,0.7861538461538462,-0.1393442622950819
2012-01-17,Murray A.,Harrison R.,0.0,0.93,0.07,1.03,13.3,1.05,26.0,1.08,14.29,-0.0277777777777778,0.45038461538461544
2012-01-17,Kunitsyn I.,Andujar P.,1.0,0.47,0.53,1.4,2.87,1.54,3.35,2.13,1.89,-0.2769953051643192,0.4358208955223881
2012-01-17,Mello R.,Bautista R.,0.0,0.14,0.86,1.82,1.93,2.01,2.19,7.14,1.16,-0.7184873949579832,0.4703196347031964
2012-01-17,Sela D.,Bellucci T.,1.0,0.39,0.61,1.83,1.91,2.02,2.1,2.56,1.64,-0.2109375,0.21904761904761913
2012-01-17,Mahut N.,Stepanek R.,0.0,0.27,0.73,4.57,1.19,5.83,1.23,3.7,1.37,0.3653516295025729,-0.1021897810218979
2012-01-17,Dodig I.,Gil F.,1.0,0.59,0.41,1.28,3.6,1.32,4.0,1.69,2.44,-0.2189349112426035,0.39
2012-01-17,Simon G.,Udomchoke D.,0.0,0.92,0.08,1.04,11.05,1.06,19.75,1.09,12.5,-0.027522935779816536,0.3670886075949367
2012-01-17,Souza J.,Ebden M.,1.0,0.21,0.79,4.97,1.16,6.04,1.22,4.76,1.27,0.21192052980132453,-0.039370078740157514
2012-01-17,Roddick A.,Haase R.,0.0,0.91,0.09,1.27,3.65,1.31,4.5,1.1,11.11,0.16030534351145034,-0.594959495949595
2012-01-17,Garcia-Lopez G.,Kukushkin M.,1.0,0.49,0.51,1.52,2.48,1.6,2.64,2.04,1.96,-0.2156862745098039,0.2575757575757576
2012-01-17,Benneteau J.,Beck K.,0.0,0.7,0.3,1.08,7.46,1.14,10.75,1.43,3.33,-0.20279720279720284,0.6902325581395349
2012-01-17,Stebe C.M.,Hewitt L.,1.0,0.1,0.9,3.22,1.33,3.5,1.39,10.0,1.11,-0.65,0.2014388489208632
2012-01-17,Tsonga J.W.,Istomin D.,0.0,0.9,0.1,1.09,7.21,1.11,8.89,1.11,10.0,0.0,-0.11099999999999995
2012-01-17,Ferrero J.C.,Troicki V.,1.0,0.6,0.4,2.62,1.47,2.89,1.61,1.67,2.5,0.4221453287197232,-0.356
2012-01-18,Falla A.,Fish M.,0.0,0.19,0.81,6.92,1.09,8.95,1.12,5.26,1.23,0.41229050279329604,-0.089430894308943
2012-01-18,Riba P.,Kohlschreiber P.,1.0,0.11,0.89,7.71,1.07,9.52,1.1,9.09,1.12,0.04516806722689073,-0.01785714285714287
2012-01-18,Berdych T.,Rochus O.,0.0,0.81,0.19,1.08,7.49,1.1,9.52,1.23,5.26,-0.10569105691056901,0.4474789915966387
2012-01-18,Serra F.,Lu Y.H.,1.0,0.5,0.5,2.65,1.46,2.9,1.54,2.0,2.0,0.31034482758620685,-0.22999999999999998
2012-01-18,Anderson K.,Stakhovsky S.,0.0,0.75,0.25,1.27,3.6,1.32,4.28,1.33,4.0,-0.0075187969924812095,0.0654205607476636
2012-01-18,Kavcic B.,Del Potro J.M.,1.0,0.05,0.95,10.65,1.04,16.91,1.05,20.0,1.05,-0.1545,0.0
2012-01-18,Lopez F.,Cipolla F.,0.0,0.71,0.29,1.3,3.42,1.4,3.75,1.41,3.45,-0.0070921985815602905,0.07999999999999995
2012-01-18,Haas T.,Nadal R.,1.0,0.16,0.84,13.54,1.02,24.8,1.03,6.25,1.19,0.747983870967742,-0.13445378151260498
2012-01-18,Isner J.,Nalbandian D.,0.0,0.48,0.52,1.95,1.81,2.1,2.0,2.08,1.92,0.009523809523809532,0.040000000000000036
2012-01-18,Young D.,Lacko L.,1.0,0.57,0.43,1.82,1.93,1.93,2.04,1.75,2.33,0.09326424870466318,-0.12446351931330474
2012-01-18,Federer R.,Beck A.,0.0,0.96,0.04,1.01,23.48,1.01,57.57,1.04,25.0,-0.028846153846153872,0.5657460482890394
2012-01-18,Kamke T.,Dolgopolov O.,1.0,0.14,0.86,2.87,1.4,3.25,1.46,7.14,1.16,-0.5448179271708683,0.20547945205479456
2012-01-18,Karlovic I.,Berlocq C.,0.0,0.74,0.26,1.3,3.39,1.36,3.75,1.35,3.85,0.007352941176470594,-0.025974025974025997
2012-01-18,Dimitrov G.,Almagro N.,1.0,0.44,0.56,2.17,1.65,2.25,1.79,2.27,1.79,-0.008810572687224677,0.0
2012-01-18,Tomic B.,Querrey S.,0.0,0.47,0.53,1.33,3.19,1.38,3.5,2.13,1.89,-0.35211267605633806,0.46
2012-01-18,Baghdatis M.,Wawrinka S.,1.0,0.3,0.7,1.7,1.8,2.1,2.23,3.33,1.43,-0.36936936936936937,0.3587443946188341
2012-01-19,Raonic M.,Petzschner P.,0.0,0.8,0.2,1.28,3.57,1.34,3.95,1.25,5.0,0.06716417910447767,-0.20999999999999996
2012-01-19,Andujar P.,Chela J.I.,1.0,0.28,0.72,2.33,1.57,2.55,1.67,3.57,1.39,-0.28571428571428575,0.16766467065868265
2012-01-19,Llodra M.,Bogomolov A.,0.0,0.55,0.45,2.11,1.69,2.31,1.75,1.82,2.22,0.2121212121212121,-0.21171171171171177
2012-01-19,Mello R.,Tsonga J.W.,1.0,0.07,0.93,13.72,1.02,25.09,1.04,14.29,1.08,0.43045037863690716,-0.03703703703703707
2012-01-19,Tipsarevic J.,Duckworth J.,0.0,0.88,0.12,1.04,10.51,1.06,16.34,1.14,8.33,-0.0701754385964911,0.49020807833537333
2012-01-19,Sweeting R.,Ferrer D.,1.0,0.08,0.92,13.4,1.02,25.95,1.04,12.5,1.09,0.5183044315992292,-0.04587155963302756
2012-01-19,Gil F.,Granollers M.,0.0,0.44,0.56,3.56,1.28,4.05,1.31,2.27,1.79,0.43950617283950616,-0.2681564245810056
2012-01-19,Ito T.,Mahut N.,1.0,0.32,0.68,2.36,1.56,2.5,1.66,3.12,1.47,-0.19871794871794873,0.11445783132530118
2012-01-19,Djokovic N.,Giraldo S.,0.0,0.96,0.04,1.01,23.28,1.01,62.46,1.04,25.0,-0.028846153846153872,0.5997438360550753
2012-01-19,Ebden M.,Nishikori K.,1.0,0.11,0.89,3.45,1.29,3.85,1.36,9.09,1.12,-0.5764576457645765,0.1764705882352941
2012-01-19,Gasquet R.,Golubev A.,0.0,0.89,0.11,1.13,5.56,1.17,6.8,1.12,9.09,0.04273504273504258,-0.25192519251925194
2012-01-19,Roger-Vasselin E.,Murray A.,1.0,0.06,0.94,17.45,1.01,51.0,1.02,16.67,1.06,0.6731372549019607,-0.03773584905660381
2012-01-19,Kukushkin M.,Troicki V.,0.0,0.35,0.65,3.32,1.31,3.6,1.5,2.86,1.54,0.2055555555555556,-0.025974025974025997
2012-01-19,Simon G.,Benneteau J.,1.0,0.64,0.36,1.72,2.07,1.88,2.25,1.56,2.78,0.17021276595744672,-0.19064748201438844
2012-01-19,Monfils G.,Bellucci T.,0.0,0.83,0.17,1.15,5.24,1.19,6.74,1.2,5.88,-0.008333333333333342,0.12759643916913951
2012-01-19,Roddick A.,Hewitt L.,1.0,0.6,0.4,1.25,3.77,1.3,4.36,1.67,2.5,-0.22155688622754485,0.426605504587156
2012-01-20,Nadal R.,Lacko L.,0.0,0.95,0.05,1.02,14.46,1.04,23.0,1.05,20.0,-0.009523809523809532,0.13043478260869565
2012-01-20,Karlovic I.,Federer R.,1.0,0.11,0.89,13.0,1.03,25.69,1.05,9.09,1.12,0.6461658232775399,-0.06250000000000006
2012-01-20,Berdych T.,Anderson K.,0.0,0.78,0.22,1.19,4.51,1.25,5.33,1.28,4.55,-0.02343750000000002,0.1463414634146342
2012-01-20,Isner J.,Lopez F.,1.0,0.63,0.37,1.71,2.09,1.85,2.5,1.59,2.7,0.14054054054054055,-0.07407407407407414
2012-01-20,Kohlschreiber P.,Falla A.,0.0,0.8,0.2,1.38,2.96,1.42,4.33,1.25,5.0,0.11971830985915488,-0.13399999999999998
2012-01-20,Wawrinka S.,Almagro N.,1.0,0.67,0.33,1.35,3.11,1.4,3.52,1.49,3.03,-0.06040268456375844,0.13920454545454553
2012-01-20,Tomic B.,Dolgopolov O.,0.0,0.4,0.6,1.71,2.08,1.85,2.2,2.5,1.67,-0.25999999999999995,0.240909090909091
2012-01-20,Lu Y.H.,Del Potro J.M.,1.0,0.09,0.91,8.59,1.06,11.75,1.09,11.11,1.1,0.05446808510638303,-0.009090909090909097
2012-01-21,Tsonga J.W.,Gil F.,0.0,0.91,0.09,1.02,15.07,1.03,26.0,1.1,11.11,-0.06363636363636369,0.5726923076923077
2012-01-21,Chela J.I.,Ferrer D.,1.0,0.33,0.67,8.37,1.07,11.6,1.1,3.03,1.49,0.7387931034482759,-0.261744966442953
2012-01-21,Djokovic N.,Mahut N.,0.0,0.95,0.05,1.01,26.87,1.01,71.0,1.05,20.0,-0.038095238095238126,0.7183098591549296
2012-01-21,Tipsarevic J.,Gasquet R.,1.0,0.4,0.6,1.9,1.86,2.0,1.95,2.5,1.67,-0.2,0.1435897435897436
2012-01-21,Nishikori K.,Benneteau J.,0.0,0.77,0.23,1.79,1.97,1.91,2.1,1.3,4.35,0.31937172774869105,-0.5172413793103448
2012-01-21,Monfils G.,Kukushkin M.,1.0,0.79,0.21,1.11,6.35,1.14,8.0,1.27,4.76,-0.10236220472440954,0.405
2012-01-21,Murray A.,Llodra M.,0.0,0.92,0.08,1.03,12.83,1.05,21.0,1.09,12.5,-0.03669724770642205,0.40476190476190477
2012-01-21,Raonic M.,Hewitt L.,1.0,0.5,0.5,1.32,3.29,1.4,3.75,2.0,2.0,-0.30000000000000004,0.4666666666666667
2012-01-22,Nadal R.,Lopez F.,0.0,0.9,0.1,1.05,9.11,1.08,12.0,1.11,10.0,-0.02702702702702705,0.16666666666666666
2012-01-22,Almagro N.,Berdych T.,1.0,0.34,0.66,4.19,1.22,5.69,1.26,2.94,1.52,0.48330404217926193,-0.17105263157894737
2012-01-22,Del Potro J.M.,Kohlschreiber P.,0.0,0.8,0.2,1.18,4.71,1.22,7.0,1.25,5.0,-0.02400000000000002,0.2857142857142857
2012-01-22,Tomic B.,Federer R.,1.0,0.06,0.94,7.55,1.08,10.2,1.1,16.67,1.06,-0.38812237552489515,0.03636363636363639
2012-01-23,Murray A.,Kukushkin M.,0.0,0.91,0.09,1.02,15.43,1.04,34.0,1.1,11.11,-0.05454545454545459,0.673235294117647
2012-01-23,Tsonga J.W.,Nishikori K.,1.0,0.64,0.36,1.19,4.52,1.25,5.26,1.56,2.78,-0.19871794871794873,0.47148288973384034
2012-01-23,Ferrer D.,Gasquet R.,0.0,0.7,0.3,1.47,2.64,1.57,2.88,1.43,3.33,0.08917197452229307,-0.1351351351351352
2012-01-23,Hewitt L.,Djokovic N.,1.0,0.18,0.82,14.46,1.02,26.79,1.03,5.56,1.22,0.7924598730869727,-0.15573770491803274
2012-01-24,Federer R.,Del Potro J.M.,0.0,0.8,0.2,1.28,3.59,1.33,3.9,1.25,5.0,0.060150375939849676,-0.22000000000000003
2012-01-24,Berdych T.,Nadal R.,1.0,0.18,0.82,4.17,1.22,4.8,1.25,5.56,1.22,-0.13669064748201437,0.02400000000000002
2012-01-25,Murray A.,Nishikori K.,0.0,0.82,0.18,1.07,8.53,1.1,11.5,1.22,5.56,-0.09836065573770482,0.5165217391304349
2012-01-25,Ferrer D.,Djokovic N.,1.0,0.13,0.87,7.16,1.09,9.0,1.12,7.69,1.15,0.14555555555555552,-0.026086956521738962
2012-01-26,Nadal R.,Federer R.,0.0,0.46,0.54,2.33,1.59,2.75,1.67,2.17,1.85,0.21090909090909093,-0.09729729729729739
2012-01-27,Murray A.,Djokovic N.,1.0,0.4,0.6,3.1,1.36,3.4,1.44,2.5,1.67,0.2647058823529412,-0.1377245508982036
2012-01-29,Djokovic N.,Nadal R.,0.0,0.53,0.47,1.67,2.21,1.78,2.37,1.89,2.13,-0.058201058201058135,0.10126582278481021
2012-01-30,Pospisil V.,Rufin G.,1.0,0.47,0.53,1.5,2.52,1.62,2.66,2.13,1.89,-0.23943661971830976,0.2894736842105264
2012-01-30,Mayer F.,Muller G.,0.0,0.46,0.54,1.81,1.93,1.9,2.3,2.17,1.85,-0.12442396313364057,0.19565217391304338
2012-01-30,Robert S.,Davydenko N.,1.0,0.24,0.76,3.37,1.3,3.89,1.36,4.17,1.32,-0.06714628297362106,0.029411764705882377
2012-01-31,Kohlschreiber P.,Rochus O.,0.0,0.7,0.3,1.44,2.67,1.5,2.88,1.43,3.33,0.04666666666666671,-0.1351351351351352
2012-01-31,Teixeira M.,Nieminen J.,1.0,0.04,0.96,5.29,1.14,6.01,1.17,25.0,1.04,-0.7596,0.11111111111111102
2012-01-31,Mathieu P.H.,Stebe C.M.,0.0,0.88,0.12,2.46,1.52,2.62,1.59,1.14,8.33,0.5648854961832062,-0.8091236494597839
2012-01-31,Bautista R.,Roger-Vasselin E.,1.0,0.73,0.27,2.34,1.56,2.65,1.65,1.37,3.7,0.48301886792452825,-0.5540540540540541
2012-01-31,Mahut N.,Ramos A.,0.0,0.56,0.44,1.45,2.67,1.51,3.0,1.79,2.27,-0.1564245810055866,0.24333333333333332
2012-01-31,Mannarino A.,Russell M.,1.0,0.59,0.41,1.33,3.18,1.4,3.58,1.69,2.44,-0.1715976331360947,0.3184357541899442
2012-01-31,Cipolla F.,Gicquel M.,0.0,0.36,0.64,1.9,1.84,2.05,2.5,2.78,1.56,-0.262589928057554,0.376
2012-01-31,Kunitsyn I.,Lopez F.,1.0,0.19,0.81,4.56,1.18,5.36,1.22,5.26,1.23,0.018656716417910547,-0.008130081300813016
2012-01-31,Serra F.,Kamke T.,0.0,0.46,0.54,2.73,1.42,3.01,1.46,2.17,1.85,0.27906976744186046,-0.21081081081081088
2012-02-01,Lopez F.,Rufin G.,1.0,0.72,0.28,1.14,5.29,1.2,6.0,1.39,3.57,-0.13669064748201437,0.405
2012-02-01,Gasquet R.,Davydenko N.,0.0,0.59,0.41,1.3,3.41,1.35,4.1,1.69,2.44,-0.20118343195266264,0.4048780487804878
2012-02-01,Roger-Vasselin E.,Kohlschreiber P.,1.0,0.24,0.76,3.16,1.34,3.4,1.4,4.17,1.32,-0.18465227817745805,0.05714285714285704
2012-02-01,Simon G.,Cipolla F.,0.0,0.8,0.2,1.19,4.47,1.22,5.05,1.25,5.0,-0.02400000000000002,0.009900990099009866
2012-02-02,Mayer F.,Mahut N.,1.0,0.55,0.45,1.63,2.2,1.72,2.3,1.82,2.22,-0.05494505494505499,0.034782608695652015
2012-02-02,Berdych T.,Serra F.,0.0,0.87,0.13,1.09,6.77,1.15,9.0,1.15,7.69,0.0,0.14555555555555552
2012-02-02,Russell M.,Monfils G.,1.0,0.08,0.92,6.88,1.09,8.7,1.12,12.5,1.09,-0.30400000000000005,0.02678571428571431
2012-02-02,Nieminen J.,Mathieu P.H.,0.0,0.76,0.24,1.48,2.57,1.55,2.79,1.32,4.17,0.14838709677419354,-0.33093525179856115
2012-02-03,Rufin G.,Simon G.,1.0,0.2,0.8,4.6,1.18,5.2,1.23,5.0,1.25,0.03846153846153849,-0.016000000000000014
2012-02-03,Berdych T.,Mahut N.,0.0,0.89,0.11,1.14,5.34,1.18,6.25,1.12,9.09,0.0508474576271185,-0.3124312431243124
2012-02-03,Nieminen J.,Monfils G.,1.0,0.28,0.72,3.0,1.36,3.61,1.5,3.57,1.39,0.01108033240997231,0.0733333333333334
2012-02-03,Kohlschreiber P.,Gasquet R.,0.0,0.31,0.69,3.15,1.34,3.9,1.4,3.23,1.45,0.17179487179487177,-0.03448275862068969
2012-02-04,Simon G.,Monfils G.,1.0,0.43,0.57,2.99,1.37,3.35,1.44,2.33,1.75,0.3044776119402985,-0.17714285714285719
2012-02-04,Berdych T.,Kohlschreiber P.,0.0,0.8,0.2,1.22,4.06,1.3,4.5,1.25,5.0,0.03846153846153849,-0.1
2012-02-05,Monfils G.,Berdych T.,1.0,0.4,0.6,2.93,1.38,3.2,1.46,2.5,1.67,0.21875000000000006,-0.12574850299401197
2012-01-30,Souza J.,Volandri F.,0.0,0.23,0.77,2.38,1.55,2.58,1.6,4.35,1.3,-0.40689655172413786,0.18750000000000003
2012-01-30,Giraldo S.,Mayer L.,1.0,0.46,0.54,1.5,2.52,1.6,2.75,2.17,1.85,-0.26267281105990775,0.3272727272727272
2012-01-31,Andreev I.,Capdeville P.,0.0,0.75,0.25,1.56,2.36,1.67,2.7,1.33,4.0,0.2035928143712574,-0.32499999999999996
2012-01-31,Lorenzi P.,Gil F.,1.0,0.32,0.68,2.09,1.69,2.33,1.77,3.12,1.47,-0.2532051282051282,0.16949152542372883
2012-01-31,Berlocq C.,Gimeno-Traver D.,0.0,0.6,0.4,1.28,3.56,1.33,3.99,1.67,2.5,-0.2035928143712574,0.3734335839598998
2012-01-31,Gonzalez M.,Dutra Silva R.,1.0,0.61,0.39,1.55,2.37,1.65,2.53,1.64,2.56,0.006060606060606067,-0.011718750000000097
2012-01-31,Zeballos H.,Ungur A.,0.0,0.8,0.2,1.66,2.15,1.75,2.35,1.25,5.0,0.2857142857142857,-0.53
2012-01-31,Ramirez-Hidalgo R.,Montanes A.,1.0,0.29,0.71,2.47,1.51,2.65,1.6,3.45,1.41,-0.23188405797101455,0.1187500000000001
2012-01-31,Chardy J.,Prodon E.,0.0,0.95,0.05,1.29,3.46,1.36,3.75,1.05,20.0,0.22794117647058826,-0.8125
2012-01-31,Mello R.,Junqueira D.,1.0,0.63,0.37,1.64,2.18,1.75,2.7,1.59,2.7,0.09142857142857139,0.0
2012-01-31,Gonzalez F.,Riba P.,0.0,0.81,0.19,1.59,2.29,1.65,2.58,1.23,5.26,0.2545454545454545,-0.5095057034220531
2012-02-01,Massu N.,Del Bonis F.,1.0,0.58,0.42,4.1,1.22,4.95,1.25,1.72,2.38,0.6525252525252526,-0.47478991596638653
2012-02-01,Montanes A.,Dutra Silva R.,0.0,0.78,0.22,1.28,3.5,1.32,3.89,1.28,4.55,0.030303030303030328,-0.14505494505494498
2012-02-01,Mayer L.,Chardy J.,1.0,0.45,0.55,1.85,1.88,2.0,2.2,2.22,1.82,-0.09909909909909918,0.17272727272727276
2012-02-01,Gil F.,Andujar P.,0.0,0.48,0.52,2.22,1.62,2.36,1.74,2.08,1.92,0.11864406779661009,-0.09374999999999997
2012-02-02,Andreev I.,Monaco J.,1.0,0.38,0.62,3.3,1.31,3.61,1.44,2.63,1.61,0.27146814404432135,-0.10559006211180133
2012-02-02,Del Bonis F.,Bellucci T.,0.0,0.43,0.57,2.87,1.39,3.2,1.46,2.33,1.75,0.27187500000000003,-0.16571428571428573
2012-02-02,Junqueira D.,Berlocq C.,1.0,0.25,0.75,3.79,1.25,4.5,1.3,4.0,1.33,0.1111111111111111,-0.02255639097744363
2012-02-02,Souza J.,Gonzalez F.,0.0,0.14,0.86,3.12,1.34,3.56,1.4,7.14,1.16,-0.5014005602240896,0.17142857142857143
2012-02-02,Zeballos H.,Chela J.I.,1.0,0.18,0.82,2.93,1.38,3.26,1.44,5.56,1.22,-0.4136690647482014,0.15277777777777776
2012-02-03,Berlocq C.,Del Bonis F.,0.0,0.59,0.41,1.4,2.85,1.46,3.1,1.69,2.44,-0.13609467455621302,0.21290322580645166
2012-02-03,Souza J.,Chela J.I.,1.0,0.16,0.84,3.62,1.27,4.5,1.4,6.25,1.19,-0.28,0.15
2012-02-03,Chardy J.,Gil F.,0.0,0.63,0.37,1.55,2.37,1.62,3.0,1.59,2.7,0.018518518518518535,0.09999999999999994
2012-02-04,Montanes A.,Monaco J.,1.0,0.29,0.71,2.64,1.46,3.19,1.67,3.45,1.41,-0.07536231884057977,0.15568862275449102
2012-02-04,Berlocq C.,Chela J.I.,0.0,0.28,0.72,1.51,2.51,1.57,2.78,3.57,1.39,-0.5602240896358543,0.5
2012-02-05,Chardy J.,Monaco J.,1.0,0.36,0.64,2.71,1.43,3.19,1.5,2.78,1.56,0.12852664576802514,-0.03846153846153849
2012-02-05,Monaco J.,Berlocq C.,0.0,0.76,0.24,1.47,2.62,1.56,2.8,1.32,4.17,0.15384615384615383,-0.328537170263789
2012-01-30,Starace P.,Lacko L.,1.0,0.47,0.53,3.54,1.28,3.89,1.31,2.13,1.89,0.45244215938303345,-0.3068783068783068
2012-01-30,Bachinger M.,Van D. Merwe I.,0.0,0.93,0.07,1.22,4.11,1.3,5.0,1.08,14.29,0.1692307692307692,-0.6501049685094471
2012-01-30,Beck K.,Ljubicic I.,1.0,0.18,0.82,4.89,1.16,5.67,1.2,5.56,1.22,0.019400352733686125,-0.016393442622950834
2012-01-30,Seppi A.,Brands D.,0.0,0.72,0.28,1.25,3.77,1.3,4.17,1.39,3.57,-0.06474820143884882,0.14388489208633096
2012-01-30,Mesaros K.,Haase R.,1.0,0.07,0.93,9.12,1.05,11.0,1.14,14.29,1.08,-0.2302309307207837,0.05263157894736828
2012-01-31,Bogomolov A.,Marcan D.,0.0,0.95,0.05,1.05,9.45,1.08,14.0,1.05,20.0,0.0277777777777778,-0.3
2012-01-31,Chiudinelli M.,Berrer M.,1.0,0.43,0.57,2.33,1.57,2.5,1.68,2.33,1.75,0.06799999999999998,-0.040000000000000036
2012-01-31,Kubot L.,Viola Mat.,0.0,0.91,0.09,1.26,3.65,1.31,4.0,1.1,11.11,0.16030534351145034,-0.63996399639964
2012-01-31,Stakhovsky S.,Youzhny M.,1.0,0.31,0.69,2.59,1.46,2.86,1.56,3.23,1.45,-0.1145510835913313,0.07051282051282057
2012-01-31,Melzer J.,Petzschner P.,0.0,0.61,0.39,1.75,2.01,1.87,2.3,1.64,2.56,0.12299465240641722,-0.10156250000000008
